bin,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9
6.500000000000000000e+01,-3.277965102607953152e-01,-9.937139749608147055e-01,-9.997829105993618626e-01,-9.942076689022575353e-01,9.987256613281900730e-01,3.713531231109380437e-01,9.999092042625951082e-01,-9.215523598276565975e-01,9.925085287444233018e-01,4.246784347147966043e-01
6.600000000000000000e+01,-4.286838708685523081e-01,-9.756896453989238882e-01,-9.999092042625951082e-01,-9.972958998880278036e-01,9.995215464304750830e-01,7.684282486419127256e-01,9.999092042625951082e-01,-9.215523598276565975e-01,3.157869595798187268e-01,3.634164331249399860e-01
6.700000000000000000e+01,-5.086197165075934112e-01,-9.827975789773611970e-01,-9.999092042625951082e-01,-9.986070509053374122e-01,9.998090460495501208e-01,9.156560126223259877e-01,9.999092042625951082e-01,-9.215523598276565975e-01,5.718424138594594419e-01,3.108366569986900085e-01
6.800000000000000000e+01,-5.993935607014976297e-01,-9.934234606775367293e-01,-9.999092042625951082e-01,-9.994044571484843598e-01,9.999092042625951082e-01,9.784213857424624017e-01,9.999092042625951082e-01,-9.215523598276565975e-01,4.031089514066020785e-01,2.368296680383247532e-01
6.900000000000000000e+01,-6.814860387931052088e-01,-9.942788349428713923e-01,-9.999092042625951082e-01,-9.997588296123615104e-01,9.999092042625951082e-01,9.950670843234792340e-01,9.999092042625951082e-01,-9.215523598276565975e-01,-2.215370677742001526e-01,1.625515199884702278e-01
7.000000000000000000e+01,-7.480798386644811337e-01,-9.892580744163297357e-01,-9.999092042625951082e-01,-9.999004403302856892e-01,9.999092042625951082e-01,9.988434982848751753e-01,9.999092042625951082e-01,-9.215523598276565975e-01,-3.431790830756752397e-01,9.226573608029463303e-02
7.100000000000000000e+01,-7.946755486550337588e-01,-9.917429041463372563e-01,-9.999092042625951082e-01,-9.999092042625951082e-01,9.999092042625951082e-01,9.996605653046678475e-01,9.999092042625951082e-01,-9.215523598276565975e-01,9.999092042625951082e-01,4.481022985121566743e-02
7.200000000000000000e+01,-8.428209783065855332e-01,-9.999092042625951082e-01,-9.999092042625951082e-01,-9.999092042625951082e-01,9.999092042625951082e-01,9.999092042625951082e-01,9.999092042625951082e-01,-9.215523598276565975e-01,9.999092042625951082e-01,0.000000000000000000e+00
7.300000000000000000e+01,-9.156277546651584442e-01,5.879261382626271848e-01,9.999092042625951082e-01,-9.999092042625951082e-01,9.999092042625951082e-01,9.999092042625951082e-01,0.000000000000000000e+00,-9.215523598276565975e-01,-6.346006720709097548e-01,-7.494779544773148838e-02
7.400000000000000000e+01,5.102278343415874717e-01,5.879261382626271848e-01,9.999092042625951082e-01,-1.662670890224157982e-01,9.999092042625951082e-01,-8.162468022653978084e-01,9.999092042625951082e-01,-8.623217853137612465e-01,-6.346006720709097548e-01,9.665526976284923855e-01
7.500000000000000000e+01,6.663496465971111560e-01,9.998303956949090576e-01,-9.695130659303220488e-01,5.458915125375631838e-01,9.188340892489926803e-01,1.346255356945000037e-01,0.000000000000000000e+00,-8.623217853137612465e-01,8.621838299899885483e-01,9.999092042625951082e-01
